Cluster ID,Cluster Name,Feature List
11,Video Conferencing,"reduce gap, reduce risk, resolve problem, resolve issue, resolve false ban plz, learn new thing, encourage scammer, encourage scam, encourage copyright infringement, promote ton network, promote illegal content, promote scam, ensure easy access, ensure privacy, ensure high level, achieve goal, receive otp, receive effin otp, receive nottlification, receive absolutely no contact, receive email, receive sms, receive weird notification, receive message notification, receive telegram notification, receive warning, receive feedback, receive response, receive massage, receive activation code, receive telegram code, receive phone number verification code, receive verification code, receive code, receive otp code, receive verication code, receive second code, receive valid code, receive authentication code, receive telegram verification code, receive login code, receive sms code, receive problem, receive opt number, receive money, receive reason, receive late message, receive message, receive new message, receive answer, receive incoming call, receive call, receive premium benefit, receive sm, receive cod, receive ton, receive notification sms verification, receive thecode, receive crypto, receive telegram star, receive star, receive account, receive new chat, receive anonymous group link, receive automate link, receive refund, receive messagespast, receive activation sms, serve scammer, terminate device, entertain scammer, bother instal, hide number, hide option, hide online status, hide tab, hide personal information, hide knc tfk, warn potential user, pin message, pin old message, throw phone, treat trust, treat legit people, affect lot, reach limit, reach support, reach tg customer service, reach support team, reach nook, reach help assistant, get water, get vibration, get notification sound, get lot, get spin clock, get help, get fix, get reason, get money, get so many spam message, get anonymous message, get internal error message, get message, get appropriate answer, get random nonenglish answer, get answer, get response, get single response, get reply, get zero reply, get new phone, get brand new phone, get either verification call, get pin, get idea, get notification, get ban notification, get little delay, get telegram, get report, get even one report, get old database, get many benefit, get support, get telegram premium, get free premium, get package, get charge, get lesson, get report option, get different login detail, get application, get solution, get common problem, get problem, get telegram code, get security code, get code, get verification code, get mere code, get activation code, get confirmation code, get login code, get virifcation code, get verification number, get people, get unwanted character, get customer care, get sim, get sm, get more extra feature, get icon badge, get delete chat, get pop menu, get well video app, get app, get new account, get account, get telegram user i d, get well rating, get one, get verification sm, get verification, get error, get fraud, get study material, get text, get trust issue, get issue, get access, get link, get contact, get sms, get new realise movie, get movie, get award, get refund, get point, get codeplease, get codewhy, drive nut, recover account, recover personal telegram account, recover mail, restrict file, restrict message, restrict account, deliver important message, deliver message, retrieve old contact, contain illegal material, enable several privilege, enable sensitive content option, enable user, allow application, allow criminal activity, allow permission, allow email address, allow access, remove official telegram story, remove facility, remove limit, remove account limit, remove ability, remove video contain, remove ban, remove report option, remove search location feature, remove feature, remove multiple member, remove member, remove nearby people, remove people, remove btc withdrawal fee, remove review, remove function, remove search, remove so boring app, remove nearby ioption, remove nearby future, remove quiz bot, remove fafe bot, remove xtoken, remove people nearby option, remove nearby people option, make telegram i d, prevent future issue, prevent bot, make mistake, make connection, make chat privacy, make amazing friend, make unnecessary pay stuff, make i d, make one channel, make message, make voice chat community, make well security, make transaction, make credit card transaction, make star purchase, make app purchase, make purchase, make good amount, make idea, make sense, make money, make business, make limited post, make fake nude picture, make new telegram account, make new account, make account, make video call, make video and audio call, make call, make contact, make significant progress, make issue, make app, make new email, make new acc, make bot, make autofill, investigate thing, investigate type, regard fraudulent activity, violate even single rule, avoid stupid app, suspend app, money marking app, explain problem, explain issue, explain dumbfoolery, understand frustration, understand reason, understand thing, understand new update, discuss little problem, put butterfly reaction, put story, put phone, put people, put number, put phone number, put correct number, put location, put one star, put free picture verification function, put app, put nongoogle safety email, put nomber, put people nearby function, have many update, have very good update, have contact, have other messenger, have whatsup messenger, have problem, have one problem, have something problem, have many problem, have such problem, have big problem, have code, have voice error, have pay option, have user friendly option, have option, have loop, have new phone number, have number, have phone number, have carrier phone number, have two block number, have such great product, have solution, have hamster combat, have functionality, have important document, have more authority, have bad call and video call system, have other device, have device, have action, have very poor customer support, have good network, have unlimited network, have channel, have crypto wallet, have idea, have one idea, have word, have many attempt, have different icon, have certain amount, have very low amount, have privacy, have low privacy, have file sharing, have control, have several bug, have connection bug, have now very old bug, have many bug, have trouble, have lot, have restriction, have suggestion, have authorization, have much more ability, have ability, have file size, have remembrance, have all attention, have bad connection, have stable high speed internet connection, have strong internet connection, have conversation, have question, have blue screen, have hard time, have decent phone, have many such long message, have voice message, have new friend, have so many friend, have telegram, have notification, have security, have conducive environment, have people, have business, have money, have chance, have both positive and negative effect, have significant impact, have countless benefit, have important work, have very useful feature, have feature, have more feature, have special advance feature, have good feature, have low fall, have own group, have group, have team, have new account, have account, have telegram account, have very nice view, have access, have specific link, have nice service, have great robot, have very bad experience, have nice experience, have very good experience, have great experience, have experience, have wonderful experience, have bad experience, have important file, have way, have native app, have billion, have same issue, have connection issue, have issue, have brilliant author, have great photo quality, have bedfordshire, have language, have good future, have fun, have mercy, have perk, have alot, have lphone, have more freedom, have personal freedom, have potential, have important datum, have much datum, have fast internet, have good internet, have subscription, have video, have many usdt, have so much glithe, have purchase1000star, have wery good useful app, have people nearby feature, deserve rating, deserve not even single star rating, deserve upgrade, deserve star, deserve minus star, deserve more than5star, appreciate app, i do not know, keep damn app, keep account, keep support centre, keep connect status, keep great work, keep good work, keep great job, keep message, keep jcc, keep scammer, raise hand, raise question, rip medium round up tab, prefer tg xlayout, prefer good one, know knowledge, know business, know problem, know classic staple, know ott platform, know potential, expect more exciting feature, expect declension, mention foto, include status feature, include more pay method, include psp file, include movie music, reflect actual number, face too many problem, face bug problem, face late message problem, face one problem, face too many attempt, face same issue, face phone number verification issue, face critical issue, face prblm, join too many channel, join open channel, join streaming, join conversation, join school group, join few group, offer numerous feature, offer robust privacy feature, offer option, offer seamless user experience, refuse service, request account recovery, operate telegram, store academic material, sell illegal contraband, eat too much internet datum, eat money, enjoy quiz, enjoy telegram, enjoy application, enjoy content, enjoy app, enjoy telegram account, enjoy group call, enjoy excellent message experience, enjoy function, prepare government job exam, take much time, take too much time, take time, take so much time, take lot, take hour, take money, take people, take couple, take action, take necessary action, take serious action, take screen shot, take care, take step, take option, take effect, take premium membership, take age, take app, take alot, take more than24hr, take more datum, take much datum, take that much datum, take i d, take people nearby option, take selfie, take other video calling app, give new experience, give account, give bug, give reaction, give priority, give explanation, give feedback, give privacy, give permission, give gift, give punishment, give peace, give reason, give sound notification, give people, give valid code, give code, give verification code, give money, give space, give answer, give same message, give problem, give huge problem, give option, give live contact option, give premium, give small idea, give cell phone number, give number, give chance, give many dollar, give so much pain, give satisfaction, give error, give star, give five star, give zero star, give one star, give two star, give four or even five star, give undeserving star, give ringing, give review, give hotness review, give bad review, give free premium telegram membership, give bank info, give info, give total information, give headex, give email, give alternative, give helpline, give quiz bot, give complete personal freedom, give only4star, give more than10minute, give user datum, give home, give telegram primium, give free traial, pay ransom, pay attention, pay money, bring update, bring access, bring tool, bring money, bring happiness, bring people nearby feature, bring feature, bring apology persimmon, bring people nearby thingy, bring nearby people feature, leave telegram, leave package, leave chat, leave review, leave bad review, leave discord, leave pakistan, accept call, accept first number, believe lie, tell reason, tell one reason, tell telegram, hit password, burn mg number, save very personal document, save image, save message, save social app, save contact, save video, help no telegram, help people, help user, help telegram team, very help ful app, connect telegram, connect telegram support, connect people, connect call, connect problem, connect bra bra, connect web3wallet, loading and connect error only otherwise well experience, see connect message, connect bitget wallet, fix error problem, fix problem, fix network error, fix security, fix time, fix you it and service department, fix kind, fix bug, fix videocall camera rotation, fix search option, fix one, fix basic functionality issue, fix connect issue, fix loading issue, plz fix issue, fix issue, fix internet issue, fix app, fix alot, fix hacking issue, forget password, forget code, forgot privacy password, forgot two step verification password, forgot telegram login pin, privacy relate issue, bad privacy setting, lock phone, lock app, check telegram story, check network connection, check telegram massage, check activity, check code, check problem, check report, check number, check issue, check account, check telegram account, check phone contact, check youremail, check all post, confirm transaction, confirm plan, confirm word, turn restrict saving content, give cod loding, allow animated emoji, lift account limitation, lift ban, hire real people, see news, see story, see photo, see other last see time, see lot, see people, see annoying popup message, see message, see download section, see reasonable action, see sexual and pornographic content, see status, see info, see flashlight option, see download option, see telegram star, see star, see few line, see telegram app, see all telegram app, see other contact, see anime, see good anime, see naruto video, see short video, see download video, see video, see download, see preview and download progress bar, see naruto, pick phone call, pick call, pick person, pick fav, remove pick off talegram, choose login email, choose one file, choose prefferd quality, read reason, read important message, read news, read one, read to, read messge, try option, try app, try authentication way, try contact, try login, try clear cashe, try samsung s9, find relative, find cod, find proper solution, find solution, find problem, find number, find name, find friend, find people, find interesting news, find bad thing, find group, find account, find mobile internet datum theft, find app, find video player, find contact information, find difficulty, find individual, find telegram video, find people nearby feature, find people nearby option, remove find people nearby feature, seek customer help, seek assistance, follow main telegram rule, follow telegram channel, follow one guy, follow direction, follow dimitri, follow only afew big account, reset account, reset phone, bug new version, limit more than one device, limit account, limit gif, delay message problem, delay massage problem, weed all elon musk platform, address critical telegram issue, register new account, register account, register new number, register number, register phone number, register app, collect money, block dust content, block phone number, claim jackpot task, drive skate sim gramin login problem, get otp code, receive sign in code, receive sms message, telegram vary god application, bangladesh telegram look problem, good money earn app, money make app, money pay app good app, leave at least2or3group, keep takibg ny money, answer me asap, return nearby people option, telegram code number sms problem, gmail account sms very vision code problem, world fast messaging app, world lead chat platform, let crypto scam airdrop project, good crypto earn app, bangladesh airtel robi sim sms problem, bangladesh airtel sim loging cod problem, bangladesh banglaling sim loing code sm problem, bangladesh airtel sim loging code problemplese help, access frequently visit channel, bangladesh robi login code sms peobien, bangladesh robi sim code sms, load even image, load already download video, use improvement, use cloud base storage, use two telegram account, use gmail account, use account, use two account, use fake account, use own email account, use people, use other, use seperate device, use samsung device, use application, use signal, use main telegram wallet, use telegram qr, use open source client, use zong sim, use play game, use bro, use kind, use android phone, use video call, use cyber crime, use money, use phone number, use new number, use mobile number, use mobile phone number, use official one, use study relate group, use feature, use share function, use certain app, use telegram app, nice and easy to use app, use useless app, use app, use necessary app, use banking app, use mini app, use pc, use one website, use personal info, use human, use very poor quality, use kyc, use tg, use tele, use telegram mining bot, use email, use mail, use full aap, use vpn, use username, use app download, use dapp, use telligram, use teligram, use terabox, use oneplus nord ce3lite, use tecno, use telegram wallet, use help option, use tg account, use ya app, use to much datum, use whatsapp, consider user feedback, consider suggestion, provide email otp, provide review feature, provide feedback, provide evidence, provide so much facility, provide code, provide notice, provide good service, provide more service, provide service, provide option, provide kind, provide fund, provide net, provide new update, support multimedia sharing, add new setting, add archive password lock, add one thing, add email option, add viedo quality option, add video lock option, add call option, add option, add channel, add number, add new gmail code number, add phone number, add problem, add group, add friend, add people, add even more frustration, add user protection, add sharing, add more and more garbage, add sticker support, add gmail sign, add hide chat, add news feed, add story feature, add feature, add status ring, add mini app, add certain contact, add nearby contact, add cv contact, add new contact, add contact, add text status update, add unimportant update, add japanese, add inbuilt translator, add up to five second, add mail, add video, add caption, add edit caption, add sticker, add photo hd, add certain background wallpaper, guarantee yet more assurance, promise protection program, experience even single problem, experience too much bug, continue bad and cheap experience, enhance overall message experience, enhance user experience, endure great purge, consume so much datum, consume all datum, consume lot, say opinion, say too many attempt, say not enough storage space, say telegram, say error, say internal error, say spam, ask question, ask install, ask support team, do so many scam, do fraud, do same thing, do bad thing, do online class, do factory reset, do auto correction, do restriction, do solution, do telegram, do well developer, do amazing upgrade, do member, do well job, do great job, do really bad job, do job, do great work, do crypto mining, do business, do many update, do full update, install people, install app, install telegram i, restore message, restore phone number, restore account, create public channel, create new channel, create channel, create professional facebook page, create topic feature, create local group, create code sms problem, create account verification code, create place, create karne mein, create folder, create wallet, create telegram account, create account, create new account, create new telegram account, create app, create profile, create contact, create platform, create acc, create telegram i d, create group chat, buy new number, buy new phone number, buy new one, buy telegram premium, buy premium, buy gun, buy telegram, buy new register sim, buy new sim, buy pass, buy new sim card, buy premium account, buy tg star, buy telegram star, buy star, buy telegram stars, buy premium join hundred, buy cryptocurrencie, earn more money, earn real money, earn money, earn app, earn mone, earn mony, steal money, steal crypto, steal yidentity, steal datum, activate nearby feature, activate vibration mode, activate app, activate account, move tab bar, verify country code, verify code, verify nin slip, verify code problem, verify problem, verify number, verify phone number, verify telegram account, verify account, verify user, commit suicide, minimize app, manage storage, manage simple app, develop app, maintain credibility, vary good platform, vary good app, vary good aplication, suggest implementation, lack proper moderation, lure individual, ban new phone number, ban phone number, ban innocent user, ban useless bot, opt feature, get opt code, afford jee batch, afford last task, set password, set scenario, set sticker"
12,Cybersecurity,"hear great thing, hear gf voice, hear audio, feel pain, like feel ha cartoon character, watch video clip, watch chinese korean drama series, watch anime, watch movie, watch video, think money, go money, spend so much time, spend hour, spend money, need good update, need update, need email, need high level network, need well security, need free premium, need second verifycation password, need update application, need such bandwidth, need code, need new phone, need help, need phone number, need new phone number, need more expectation, need more feature, need telegram account, need app, get need app, need information, need more fast service, need way, need refund, need people nearby option, need ai feature, need gf, want nearby option, want reaction, want code, want feature, want telegram messenger app, want third part app, want gif, want new update, want more update, want google account email, want animate sticker, hate fact, deny wrongdoing, stop scam project, stop work, stop gif, stop auto start mood, often slow bs censorship, waste too much time, waste money, destroy trust, destroy life, kill telegram, kill people, kill battery, protect people, protect privacy, protect contact information, protect scammer"
13,Payment Approvals,"approve payment, approve money, approve app, clears cache"
14,Call,"call may friend, call person, call attention, call service provider, call customer support, call waiting problem, call code, call little flower, nice app message and call emoji, call issue plzz update app, meet nice friend, meet friend, meet so many friend, meet new friend, meet really nice people, meet one"
15,Social Media and Messaging,"modern chatting app, good chatting app, good social media and messaging app, really good app approve, very good pdf app studying, remove nearme people chat function, chat other people, refer app"
16,Turn On/Off,"turn filter, turn vibration, turn notification, turn flight mode, turn automate moderation, turn contact, turn bluetooth, turn datum, turn wifi, turn people nearby option"
17,Hold Button,"hold oue community, hold button"
18,Chat Migration,"when upgrade old chat, convert json"
19,Positive Emojis,"bless telegram founder, bless yu, pray all telegram, thank telegram application, thank telegram, thank you, thank mr durov, curse emoji"
20,Write Policy,"write region, write mail, write phone number, write name, write telegram support, write one and only messenger, write policy"
21,Open Video Chat,"not open chat, open one, open several video, open exist telegram account"
22,Phishing,"send gif sticer, send otp, send lot, send weird thing, send ton, send contact number, send thousand, send money, send compliment, send massage, send voice, send device, send very bad telegram, send report, send many report, send notification, send activation code, send telegram code, send login code, send sms code, send otp code, send confirmation code, send verification code, send code, send code seen, send problem, send request, send many request, send invite, send video message, send message, send voice message, send important message, send two message, send schedule message, send text message, send spam message, send more message, send many message, send txt message, send multiple help, send call, send nasty picture, send link, send inappropriate link, send spam link, send short voice note, send info, send laggere file, send big file, send large file, send file, send pic, send opt, send sm, send anonymous text, send text, send unsolicited text, send sms, send proof, send verification, send multiple email, send well over five email, send adozen email, send so many email, send several email, send email, send countless email, send contact, send many mail, send multiple mail, send mail, send video, send crop screenshot, send advertisement message, send grate one, send log in code, send disappear message, hang problem"
23,Recommender System,"recommend all people, recommend people, recommend signal, recommend more interesting update, recommend app, try all recommend fix, new review now thank"
24,Smooth Running Device,"smooth running device, run people"
25,Customer Service,"solve tele phone, solve late massage, solve telegram support, solve minor problem, solve problem, solve auto logout account problem, solve leg, solve issue"
26,Improve App Functionality,"improve so many people, improve security, improve video and audio connectivity calling, improve feature, improve self job, improve support team, improve function, improve app, increase playback speed, increase download speed, increase feature"
27,Social Media,"define history, define thank"
28,Log-In,"log phone number, log account, log in problem"
29,Login,"login very bad network, login new phone, not login account"
30,Software Updates,"update version, update new version, update proxy, update new feature, update app, update smart app, update new email, update updating, update google pixel9pro, update plessss dn update"
31,Start App,"start same problem, start message, start app, start discount pleace, start movie"
32,Account Deletion,"delete all chat, delete many thing, delete tg account, delete all crypto miniapp"
33,Love,"love domestic terrorism, love one, love new update, love aap, love favourite terigum, love web3application"
34,Loss of Data,"lose all most important chat, lose account, lose asset, lose crypto asset, lose energy, lose backup, lose all support, lose interest, lose sell, lose money, lose verizon messaging, lose phone, lose large amount, lose phone number number, lose thousand, lose hamster kombat progress, lose sim card, lose all contact, lose access, lose acc, lose all datum, lose datum, lose saving money"
35,Online Communication,"verry nice telegram, so verry good app"
36,Logging,"have logging problem, get logging problem"
37,Social Media,"load even internet, cast cellphone, notify tablet, put virus, delay group notification, experience below issue, contact below reply, for you page, send2email message, chat message, have star important message, have unread message, need answer, use story, lock time, earn lot, to now many thing, because significant disruption, change rule, like fact, it very good application, it such awful experience, it good app, it good and reliable app, it wonderful app, it interesting platform, need tor eff, bangladesh teletalk sim login cod sms problem, sm problem, bangladesh bangla ling sm code problem, bangla desh airtel sim logging sms problem, automatically logout problem, banglalink sim login code problem please new code, robi sim bangladesh verification code number log in problem, bangladesh telegram sim sm problem, use adorable android application, like program, recieve code, scan qr code, request code, have sms code, fix sms code, like cloud base chat system, bangladesh robi sim login court sms problem, telegram court sms problem, answer inquiry, open other mini app game, slown internet speed, like color, use premium, join channel, select bluetooth option, download same medium, use number, call number, take15gb data package, jai shree ram, jai shree ram chandra, bangladesh grameenphone sim sm cod problem, like telegram, install telegram app, follow telegram, wy telegram, need telegram, use telegram, teletalk sim bangladesh telegram ac, bangladesh airtel sim telegram sms coad problem, pin feature, suck hog nut, report spam group, report account, ban pakistani account, recover telegram account, release account, sabotage log in account, answer support, like security, e2e encryption, wa business, like feature, set telegram app, support uwp native app, open other app, till now good app, like telegram app, completest app, crappie app, great app just afew tweak, like app, ilove app, download karo bahut aacha app, change chat button s, have report button, copy chat, use search, request voice call, recieve call, show contact, open unknown link, use site, have view once option, update26oct2024good customer service, update information, like information, like content, like way, ring fone, use star, and before movie, not sms show, like new update, like intellectual build, sim card code ashe na, bangladesh gamenphone loading code asce na, bangladesh banglalink verification code ase na kno, new ui android, bangladesh gramin login sms problem, bangladesh airtel sim login sms problem court, bangladesh robi sim login sms problem, bangladeshi gramin login sms problem, download same file, be telegram freelancer, bangladesh garamine sime sms cad aste sana, bangladesh airtel sim code ase na, show optional, hv experience, like tg, signal private messenger ftw, oney grabk gcrook, unistall apkcz, love ths apk, receve otp, aap not bark, use appi, download karna padta h, like appbut, download15gb long lecture, login acc, only video no send tler, bangladesh robi locking message, ilike thes app, bangladesh garameenphone loging cord sm problem, bangladesh graminphone sms code problem, bangladesh grameenphone loging sm problem, bangladesh grameen seem login code sms, cut dkhi"
38,Social Media Subscriptions,"subscribe youtube, subscribe ang bihar, telegram youtube subscribe button setting"
39,Clicking Links,"click search button, click button, click sms option, click link, click download"
40,Scamming,"scam other, scam other people, scam money, scammer paradise"
41,Not Mobile Phone Download,"download1mb pdf, not mobile phone download10 mm not download"
42,Downloading,"not download speed, auto download push, not download photo, download multiple image, download large video mkv file, download big file, download illegal file, download very bad app, download good app, download cold pursuit movie, download so many video, download one video"
43,File Upload,"upload time, upload folder, upload video"
44,SMS,"recieve waste, recieve sms"
45,Two Factor Authentication,"get sort, get otp"
46,Voice Communication,"have voice call, get call, give only call"
47,Allow Communication,"allow way, allow cp"
48,Mobile Apps,"great earning experience, great earning app, good earning app"
49,Privacy Settings,"change setting, privacy setting, set privacy setting"
50,Look at,"give look, have look"
51,Time Intensive,"take forever, take long time"
52,Go Day,"go iiit, go day"
53,Still Reply,"but reply, still reply"
54,Need for OTP,"need kind, need, why need, need otp"
55,Messaging App,"good messaging experience, great messaging app, great messaging platform, safe and secure messaging app, good messaging app"
56,Add to Calendar,"add sir, add myday"
57,Mobile Payment,"easy to use and good app, use flatform, use ewallet, use three year, use long year"
58,Watch,"watch third season, watch lot"
59,Work and Productivity,"why not work, do work, work bad app, work, not work"
60,Receive Sort,"receive, receive sort"
61,Have App,"have app, not app"
62,Review,"review review, review"
63,Wait for 14 Days,"wait of14day, wait answer"
64,Phone Number Authentication,"bangladesh gramin sms login same problem, not login, login old phone display"
65,SIM Logging,"bangladesh logging grameenphone sim coad problem, bangladesh banglalink sim logging court sms problem"
66,Favourite Massaging App,"favourite massaging app, fantastic massaging app"
67,Cannot Download Medium File,"download medium file, can nt download"
68,Sentiment,"very good app, very very good app"
69,Very Useful App,"very very useful app, very useful app"
70,Contacting Telegram Support,"contact telegram support team, contact telegram support group"
71,Mobile Phone,"bangladesh banglalink sim code problem, bangladesh banglalink sim verification code problem, bangladesh banglalink verification code problem"
