app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at,extracted_features
Telegram,org.telegram.messenger,COMMUNICATION,73113bcf-1fb5-475c-91f3-d7ee00d2ae52,Banglalink Bangladesh sim log in code sms problem,"We're sorry to hear that. Please verify that your mobile plan includes active SMS coverage. Confirm Google Play Services are enabled on your device and disable any active VPN. If issues persist, contact sms@telegram.org with your phone number in international format as the email subject.",Shanta Khan,2,"Nov 06, 2024",Banglalink
Telegram,org.telegram.messenger,COMMUNICATION,e843433b-ab46-4d50-9dc4-fdc7c743369f,It's good and gave a chance to play in academy sports,,Andy Faith,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,c0c8057a-b23e-49dd-9d74-e081f6b4a2ee,"The same data bundle I use on other sites is not working with this version of telegram, keeps telling me connecting bra bra","If you see a 'Connecting...' message or a constantly spinning circle icon, that is a sign that your device isn't able to connect to Telegram.

If your connection is working for other apps and websites, it means your provider is limiting your ability to access Telegram – enabling a VPN or proxy service on your device will help you connect.",glob icon,2,"Nov 06, 2024",telegram
Telegram,org.telegram.messenger,COMMUNICATION,a7496af2-5e7b-4b89-ae02-250b5a315855,Ehh,,Dave Meatloaf,2,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,dc59123a-3e48-4417-b378-226c1f4e7294,BEST IN THE WORLD,,Lata Markam,5,"Nov 06, 2024",BEST
Telegram,org.telegram.messenger,COMMUNICATION,26f1755a-94bf-414e-b464-46275363fd7b,Nice,We're glad that you're enjoying Telegram. Thank you for your review!,Sunaina IAS,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,610685a5-f8b3-45c6-8792-c5d8f60f6acc,အခုတစ်လောdownမရလို့ပါဘာလို့လဲဗျ,,Pxoo Pxoo,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,64c3b8cb-9bdf-433e-b9c9-0af1840618ac,Baay'een gammada,,Abdii Diriba,5,"Nov 06, 2024",Baay
Telegram,org.telegram.messenger,COMMUNICATION,48ee8a7a-c1e6-4272-a451-532243e5f9d6,Nice app,"Thank you, we're glad to hear you enjoy the app! If you’d like, you can change your review to 5 stars (a positive rating).",Dj Shakil,4,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,0610b4e0-87a7-4cf7-a0d1-487af60a8d3d,"Fool app, who idiot created this app I am trying many time no work, totally flop version or app , all of you creators go to hail. Wasted Time.",,Raza muhammad Keerio,1,"Nov 06, 2024",Fool;Wasted
Telegram,org.telegram.messenger,COMMUNICATION,d0238449-32e3-42e2-a293-d5bc705d9bdd,Bangladesh gramin kode sms prblem,"We're sorry to hear that. Please verify that your mobile plan includes active SMS coverage. Confirm Google Play Services are enabled on your device and disable any active VPN. If issues persist, contact sms@telegram.org with your phone number in international format as the email subject.",Sahed Ahmed,1,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,b1d0e353-af93-4ae3-9d60-e6dd99b4d123,Good,"Thank you for your review, we appreciate it!",Nitya Saharan,5,"Nov 06, 2024",Good
Telegram,org.telegram.messenger,COMMUNICATION,d987f912-6dc9-4c38-afdb-78d34443cded,Good app,Thank you very much for your kind words!,fariya sultana,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,596fe97b-e8c6-4470-a279-058716dc3fa3,"I like the content this app provide its users. But, I am so unhappy when it comes to the support team. I paid for the Premium subscription on date 3 Nov.2024 but that hasn't been reflected to my account till today. Have tried to reach out to the support team multiple times, but all those efforts have been just in vain. The worst support team in the universe. Buckle up, guys, beware of Premium Subscription.",,Sajongba Bareamtak (FuTure LifeStyles),4,"Nov 06, 2024",Premium subscription;support team;times;support team;Buckle
Telegram,org.telegram.messenger,COMMUNICATION,df2dbcb4-aa2c-45a3-9f76-31bd7ac2f777,Fantastic,Thank you very much for your kind words!,Janet,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,4cad167e-46e4-49b7-9a8f-92ed709420bf,Not appear,,Vijay Patil,3,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,1dc03dc7-c710-4df4-a142-edf2565cf4f3,Awesome 👌,,Zailee Samubari,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,d4a5673e-b049-4af4-a0b4-7ce88001e80a,Very good 😍😍😍😍,,Mohmad Alqudah,5,"Nov 06, 2024",😍😍😍😍
Telegram,org.telegram.messenger,COMMUNICATION,4415bf0a-7469-4564-af8b-04096b5c03da,good,We're glad that you're enjoying Telegram. Thank you for your review!,Aungtun,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,988cd653-c92b-49bc-b22d-73d4dcf58af8,It is the best messenger in the world. I have been using it for years without any problems and I am satisfied,,A Google user,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,443c731d-b140-4e8d-8169-5f7fb0c576c5,Support,"Thank you for rating us! If you have any feedback or suggestions, feel free to share them with us. We're always looking to improve!",Nuradin Aman,4,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,cdf00aaf-3952-4455-a996-b99e6ad2c2d0,Telegram code number sms problem,"We're sorry to hear that. Please verify that your mobile plan includes active SMS coverage. Confirm Google Play Services are enabled on your device and disable any active VPN. If issues persist, contact sms@telegram.org with your phone number in international format as the email subject.",Md Burhan,1,"Nov 06, 2024",Telegram
Telegram,org.telegram.messenger,COMMUNICATION,675a7187-8c4e-473a-ae7b-eb575c5576e0,Bangladesh Banglalink Sim Login code Sms problem,"We're sorry to hear that. Please verify that your mobile plan includes active SMS coverage. Confirm Google Play Services are enabled on your device and disable any active VPN. If issues persist, contact sms@telegram.org with your phone number in international format as the email subject.",Tahsin Salman,1,"Nov 06, 2024",Bangla
Telegram,org.telegram.messenger,COMMUNICATION,5d0b5543-0b8e-4913-bfed-e11e80c03b45,I'm trying to set up my telegram app but I'm not receiving any code cause this app is linked to my old device P20.please help me .,"We're sorry to hear that. Please verify that your mobile plan includes active SMS coverage. Confirm Google Play Services are enabled on your device and disable any active VPN. If issues persist, contact sms@telegram.org with your phone number in international format as the email subject.",Natalie Crowley,3,"Nov 06, 2024",telegram
Telegram,org.telegram.messenger,COMMUNICATION,ae651037-139a-4dd5-930a-c3683ad0604b,Verry nice,,Md Minhajul Islam,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,c1c2d4bf-a8d1-4e98-8335-9ba968adb2cf,I can't make message,"If your account has been hit with a spam limitation, you can contact t.me/spambot to check your situation and send an appeal.",Badria Kading,2,"Nov 06, 2024",message
Telegram,org.telegram.messenger,COMMUNICATION,cfa433aa-3197-42d7-bb57-a5119a338f7a,good,We're glad that you're enjoying Telegram. Thank you for your review!,tin phyo,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,162e80dd-5367-44c8-a93c-96ade4a7e24a,Good 👍,,Md Amir (MD DIDAR),5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,06a74e26-df31-41df-b8f1-80622917a4a6,Like,,Chit Thu,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,2a996952-017e-4e0c-b395-c49a8cbaab3b,Super super,,Polaki Bharadwaj,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,a589cbed-a847-4ef2-9c78-5a522bc9d350,Lalit Brahman,,Sushil Sharma Sharma,5,"Nov 06, 2024",Brahma
Telegram,org.telegram.messenger,COMMUNICATION,a4094ca5-42a3-4eec-98fb-e6a7d34b6e44,Its good,,majenga omar,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,419d5e7b-213d-405d-9e13-4145871f9999,Super,,Kapil Kumar,5,"Nov 06, 2024",Super
Telegram,org.telegram.messenger,COMMUNICATION,d1682444-59fe-4b91-a813-9a7e513272ce,I cant open my account it says i need a friend to send me a premium subscription!!! I dont need this ok!!!! Please fix this!!!! I need to read some messges of my friends there!!!! Fix that!!!,,April Perez,1,"Nov 06, 2024",messges
Telegram,org.telegram.messenger,COMMUNICATION,1f54761d-968a-4729-8fa8-b103ea75c8ed,Good,Thank you very much for your kind words!,Mehret Mersha,5,"Nov 06, 2024",Good
Telegram,org.telegram.messenger,COMMUNICATION,bc42cd59-05b0-4623-be1b-7da48e13570c,Ok,,Arun dodamani,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,9885d453-d37d-47e0-90de-634f9d035980,I'm having bad experience with telegram. Yesterday my account was automatically logged out and now when I logged in back a new account was created. Is this how telegram treats it's users. Such a worst experience. And now they are not responding to my email. What a cheap trick. Worst app,,The Shinighami,1,"Nov 06, 2024",telegram;logged;telegram;responding;Wor
Telegram,org.telegram.messenger,COMMUNICATION,25fed9a2-8f24-437c-ac6c-b9869d91468b,Wow,,LAKSHMAN NAYAN,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,a9149fd0-4bc8-4958-9bd8-b299f084b370,Good morning,,Nigel Ainge,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,8b956782-9f3a-41f5-ae6d-3168f0dd409e,good,Thank you very much for your kind words!,Phyo Thiri Zaw,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,1b86df64-c107-4195-bc40-c88f8aa0c596,Good,Thank you very much for your kind words!,danilo evangelistajr,5,"Nov 06, 2024",Good
Telegram,org.telegram.messenger,COMMUNICATION,5b1f179e-ac5b-46f2-935f-4cc3444520aa,Nice,"Thank you for your review, we appreciate it!",Md. Yeasir Arafat,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,605196bb-b206-4b22-9a74-90ba7df67fe9,Good,Thank you very much for your kind words!,Muhammad Waseem,5,"Nov 06, 2024",Good
Telegram,org.telegram.messenger,COMMUNICATION,4b2e5e3d-ea63-4568-9b82-01b6a2bbd78b,It's great. But at this moment i should pay money for everything which is good please don't do this with your professional program.🫰,,Amirali Hezaveh,3,"Nov 06, 2024",It'
Telegram,org.telegram.messenger,COMMUNICATION,d358396b-9485-40b2-8698-7d28acd0c29b,Super,"Parece que houve um erro, pois não recebemos o texto da sua avaliação. Poderia nos fornecer mais detalhes sobre sua experiência? Estamos aqui para ajudar!",SANTOSH SINGH,2,"Nov 06, 2024",Super
Telegram,org.telegram.messenger,COMMUNICATION,14a2c81e-8238-4702-a9a9-11968edcae9e,বাংলাদেশ বাংলালিংক সিম login sms problem,"We're sorry to hear that. Please verify that your mobile plan includes active SMS coverage. Confirm Google Play Services are enabled on your device and disable any active VPN. If issues persist, contact sms@telegram.org with your phone number in international format as the email subject.",Md Liton,1,"Nov 06, 2024",বাংলাদেশ
Telegram,org.telegram.messenger,COMMUNICATION,bafaccf7-73ae-4626-81e6-7749fb9a233d,"I like telegram a lot, But Premium is the only thing that doesn't let us enjoy Telegram pretty much..., Like Your backup, U need to buy premium for that but You can only send Pictures in your profile or like that, Else is good 👍",,Frozers Craft,4,"Nov 06, 2024",telegram;Pictures
Telegram,org.telegram.messenger,COMMUNICATION,be0c1bec-9c28-47c3-9980-33cd907f37a5,"Great Social Media Platform for Youth to get quality Communication, Education, Entertainment and Earning",,Saqib Hussain,5,"Nov 06, 2024",Communication
Telegram,org.telegram.messenger,COMMUNICATION,260294a3-0e03-4faa-8467-4275a73ae3b9,Good,We're glad that you're enjoying Telegram. Thank you for your review!,Mariel Llarenas,5,"Nov 06, 2024",Good
Telegram,org.telegram.messenger,COMMUNICATION,0d459cbc-56de-42d3-aff9-972baea5ac6d,Best messenger in world. Is better than Whatsapp.,,Arian Mohammadzadeh,5,"Nov 06, 2024",Whatsapp
Telegram,org.telegram.messenger,COMMUNICATION,e1cc2b57-13b4-47f4-afa6-b6145b4ffa40,"❌️❌️Unsafe app now❌️❌️ while login , Fake OTP received from sleepaloha E-Store📵📵 .. Fraudelent Hackers playing in it by sending link using friends ID without their knowledge. Developers , kindly fix the hacking issue . Due to hacking , I deleted the telegram app , while reloghing , OTP one from unknown E- store . Dear telegram developer , your hardworking in developing this app is in ruin , be aware and identify the hackers and solve it as early as possible ..",,Bakkiyadevaraj GCM,1,"Nov 06, 2024",❌️❌;tore;Fraudelent;ers;telegram;telegram
Telegram,org.telegram.messenger,COMMUNICATION,fc24d031-5075-49d1-9088-13d53c0871a7,Good,Thank you very much for your kind words!,Vikram Kumar jha,5,"Nov 06, 2024",Good
Telegram,org.telegram.messenger,COMMUNICATION,a61d4bb8-c39e-4f1c-a3cb-c744eac8cd29,🔥🔥😭,,Himanshu Tariyal,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,bad21549-50b1-4acf-826f-10737baa83e8,superb 👌,"Thank you for your feedback! If you like Telegram, consider changing your review to 5 stars (a positive rating).",Fouzia Ali,4,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,b93d9d94-32ba-4dc4-9461-e0abe2f15686,amazing,"Thank you for your review, we appreciate it!",David Adegboyega,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,e4db0f88-6808-497b-8d96-08d7bc707ab0,বাংলাদেশ বাংলালিংক সিম লগিন কোট এসএমএস পবলেন,,Anisa Aktar,1,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,c8fd4b2f-8c58-45c2-b710-bbd2ef18b27d,I met the one that got away on this platform.. Cant wait to talk to her again with telegram. This app is amazing for finding friends.,,McLovin McLean,5,"Nov 06, 2024",met;telegram
Telegram,org.telegram.messenger,COMMUNICATION,698065e3-8eac-4418-81d8-deb8f50e4f5e,Saisai,,Sai Wana Kyaw,5,"Nov 06, 2024",Saisai
Telegram,org.telegram.messenger,COMMUNICATION,ab8bc322-4e8e-42b2-bb20-c7aa3630ca5f,"Privacy settings work selectively. After monetization, the application also began to work unstable. Friends' accounts are often hacked. This messenger is becoming dangerous.",,Ando Shev,2,"Nov 06, 2024",Privacy settings;netization;accounts;This
Telegram,org.telegram.messenger,COMMUNICATION,869d4f73-61e5-4f1f-ac05-14c40922c810,"am on Telegram Android. Whenever I search my saved messages for messages with certain words, the forward option completely dissappears. In other words, I can't forward any messages I select while searching for keywords. This only happens with my saved messages. Telegram is a great app, but this is extremely annoying. It wasn't like this 4 months ago. I hope this gets fixed immediately",,Onyeka Bieniki,5,"Nov 06, 2024",Telegram;messages;messages;messages;messages;Telegram
Telegram,org.telegram.messenger,COMMUNICATION,de2c3c85-cb36-487d-955d-1e49f0e5f4d1,So damage 😭😔,,Siba Prasad,1,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,b07549a2-3f52-45d3-a07b-2d1433810416,ikopoa sana,,wasafi 4life,5,"Nov 06, 2024",iko
Telegram,org.telegram.messenger,COMMUNICATION,72222379-f290-4bbc-abc3-7fa8e667ead7,Veregot,,Halmat Hersh,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,6408035e-1231-4337-bed8-44ee316e7423,The best,"Thank you for your review, we appreciate it!",amir B,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,2590674c-c584-4cde-9c10-62f96e13a2ec,It's been hacked yesterday some one sent link through multiple accounts to many one with login link,,Prasanna,3,"Nov 06, 2024",multiple accounts
Telegram,org.telegram.messenger,COMMUNICATION,3420e502-0e67-4489-b09e-c512cc89b52b,I don't know,,Maxwell Odipo,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,c056f804-066e-48ad-8f4f-ae961622ea50,It's dek,,amir Mobile legend,5,"Nov 06, 2024",
Telegram,org.telegram.messenger,COMMUNICATION,5a680f6e-6e0f-4f63-9c29-085a96b091b5,I love telegram,,Ruth Atieno,5,"Nov 06, 2024",telegram
Telegram,org.telegram.messenger,COMMUNICATION,b64850f9-67dd-4e07-8b7a-5719b1787d83,Difficult,,Nimco Awaale,5,"Nov 06, 2024",iff
Telegram,org.telegram.messenger,COMMUNICATION,6890d798-9b87-41be-a564-777a81d8b2a2,👍,,Ajmaul Hoque,5,"Nov 06, 2024",
