app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at
WhatsApp Messenger,com.whatsapp,COMMUNICATION,ded79633-e8d6-4f6e-87ad-db8855b20085,Dear whatsapp team I am using last couple of year and I didn't break and whatsapp terms and conditions I believe you made mistake and banned my number or i think by mistake I click on phasing link but I am not sure please I request you to unbanned number as soon as possible God bless you😇,,Usman Zaheer,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,d0f82860-e42d-4e1c-9441-da11faf1b8b0,Please let us screenshot profile pictures again,,Boopsie Lang,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,9ea515eb-85ff-4fa1-a821-745930c446a7,It's a pleasure being with your company thnks,,Beverl,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,de4a8515-c7ea-4030-8974-46cd5638fa5b,It makes communication easy especially in times of any group meeting,,mjukuu marefaz,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,c91e9b06-74b2-4f57-8bb5-41ad68862fe3,It the best❤️❤️app you could ask for,,Gloria Zigana,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,5b92d2ab-fa81-4cca-a36e-ef0b2baab447,I didn't get any help,,Girlie Mashiane,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,2e264018-b2cc-4acc-9304-50c60eee3f31,It's good,,Junior Producer Chake,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,2162a15c-66ca-407f-82cc-756715cf48df,Very good .,,Imasha Nimsara,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,91bd45f2-2eaa-41fa-bc8f-c4c28c13e312,Ok privacy app😃,,Shahzaib Khan,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,88e1bb28-d9b4-4b81-b6a2-b3fc532a0c8e,Gift me a iPhone 16 pro max,,ROSHAN PALANIVEL,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,73603729-3b25-473a-a05c-9e29f0efcf90,Please they keep telling me the account has been banned and I can no longer use WhatsApp due to spam mean while I don't spam people please do something about my account I have even deleted and installed it again but it's still the same I have also registered with a new number but it's still not working,,Clara Amuah,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,fd0e22f4-24f1-428d-93a1-8d0dedde4043,"Very good but some more enchancing , feautre could better",,Brijesh Shukla,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,7323b26d-5969-486b-9b8a-a0ff7f50c795,Can't install whatsapp messenger...how to solve to this problem iwas tired to solve to this.but all technoque aren't useful.,,Zahid Ali,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,30c28552-2027-4eaa-bc6a-7a0f58cc4483,I usually get connection faster an reliable,,Maria Ochieng,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,6313ad98-ba86-451f-b528-97b5f28d58ca,TQ WhatsApp I WANT more Features like More Privecy,,Devasish Roy,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,09e5e350-265d-4097-889e-562b8076641d,"Why algorithm say ""you deleted this message""? Or Why edit time is time restricted? Telegram is hugely better.",,Hosein Mohamadi,3,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,71118787-4700-4ab0-b126-bbc753520cb7,Wonderful 😊😊,,Lakshay Khanna,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,792d1c9a-72f8-4602-af87-171beff9736d,Very good,,Anna Pizarro,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,e881fe5e-3aec-4c55-b765-ad8e1e9f6d57,Very nice app,,Mansura Mondal,3,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,d3f74813-d9f0-44ed-92d4-9ac4893bb3df,"my whatsapp no longer working, what is your problem I don't know.. fix your bug 🐛 again and again I facing same problem after second day..",,RKH scenes,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,f4762ee7-3608-44f6-9076-5ec33f39461b,WhatsApp must include a group tab like community tab,,E S,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,cb611e2b-2ebf-453b-a1ea-9eb07c17936f,Fast not slow good working and does not freeze,,Regerai Javangww,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,f8b5e1ce-4eaf-47f2-98f1-cf2dfa926c4d,The best,,Wisdom Danjuma,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,ad75f6ce-29af-434a-a949-dc830c08d525,No good this WSP.problom,,raja machap,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,031810f6-3962-4bb5-a2e6-022e3e525270,"this app would be super, if only to replace the background of a phone call for it conteins diabolic signs",,Beloved by God,3,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,cf5b9c79-3a3c-4fc6-a054-8cf699022027,Very satisfying app,,meet aliusman,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,f61ad66d-f995-490f-ae0f-1fb29516a563,Nice but messages showing problem,,Arlee star,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,9ba07e63-670c-4f29-9739-968dc21cde65,Very nice app..... I like it... ❤,,Gouri sunil 9j14 Gouri sunil 9j 14,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,01f32889-2fdf-4999-ae3f-4ff7a170ce78,100% Great!!!,,ariel cruz,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,3202ec6e-402c-4aa1-a46b-05bed454ff1e,Its very interesting,,Adolphus Adeogun,3,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,65a68bdc-ba3e-40a5-847c-6cf1d298876b,The application is not downloading for me. I hope the problem will be solved soon.,,Fatima Abdallah,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,df5d6dec-33dc-4f21-981b-aff14074adc9,very good,,Babita Kumari,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,667fe1ec-ab64-4ff0-9529-1ab38f4d2c03,Nice good app,,lokraj lokraj,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,7cd3f453-4541-4fb6-b711-8cdad9fd30ff,Its very nice app. Thank you 💓 .I give this app 5 🌟🌟🌟🌟🌟 Devolpe more and more....,,Vijila M,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,c45227f5-b0b7-45ae-8c23-d5044421a2ef,I love 💕💕💕💕💕💕 this app May it continues with it's services,,Pop Francis,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,748fb49a-332f-416c-a951-d3ef99a1d2bc,It's really amazing and I only wish it could be more interesting,,Rhodrick Quntus,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,ea9bdd75-90e7-4f27-8ce9-e1a90bc083e3,The best,,Geaval Okuto,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,e508c1b2-9d4e-4076-99c7-83fe36458207,"Mera whatsapp 1 month se logout ho gya hai,aur otp verify hone ke baad official whatsapp download karne ko kaha ja rha hai,ab official whatsapp download kar liya to dusra whatsapp kaha se laye ,,please start my whatsapp ,,,,,",,dheeraj kumar,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,5c1d3517-f7b7-4833-ba8a-11a0a3e24d45,Its is a nice app,,William Oginga,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,887e77e9-4241-4558-a20c-216029cb2380,Deleted acc for no reason and unreliable support,,oldovo spam,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,c9b22000-708d-429a-9af1-49caf09a7346,Great,,Peggy Bailey,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,ca4c5577-7c69-4b80-be4d-35de61b8be81,the apple is good,,Francis Amponsah,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,7a229ed8-0be3-4051-9844-10de099b640b,In contact backup,,Malli Dms,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,d77bbf4b-9366-43b8-8df6-da04d1c2ca93,WhatsApp messenger payment,,Trikam Vaghani,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,719d9794-d387-4c5d-a34a-7bdbf7a75017,Working excellent But you need to make status download directly instead of status saver app,,Salman Lukman,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,716664fc-57a8-48fb-9111-03b241fcaf85,"Absolutely it is amazing, because the new type of settings and the main thing is that the ""meta AI"" is working perfectly. So good.",,Bilal Nisar,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,38b2a5be-c839-4c69-a9d6-38d9d703cfa2,What's app group call isn't nice...,,shazia sultan,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,1ac48d59-16f1-4beb-bd59-2037380a968b,App installation it's giving problems I recommend using Facebook,,Mama Blessing,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,c3be1905-8aa9-49be-90de-c9b827399b61,This is good for video call,,Blessing Gift,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,9ca68c83-1244-4aa8-9168-70daeff010f4,WhatsApp is very good l love it very much l even love it than other apps,,oluyemi shaibu,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,95a41fc6-e8d0-47e2-b696-222927a93901,Really fast and good,,Uso Sekiyao,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,99ec5299-d627-4e85-86ff-dfc61f79a29e,I love what app,,Ramis Ramos ee,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,280720c2-df95-4548-b4e3-9f2fc4d71136,， Hi I don't need on official WhatsApp I want to install new WhatsApp there showing problem I want to know to clear this please to install my WhatsApp to start,,karim zada,2,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,fb6c1cc5-9dba-44f1-bbc3-94d32c13613b,It's security is very good 😊,,Suhani Tarkar,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,78d8f637-76b6-4e20-8af7-32a9a2133a5f,Great app.,,armando alvarez,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,6d106532-ddbd-485a-88dd-24d0b76a3702,Superb app I like and helpful app thanks,,kunal sharma,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,286fda1f-bea0-4438-b373-f6b5babb5ce2,WhatsApp is a message group that makes communication easy,,Rosetta Clarke,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,6ff66027-b5da-49ca-9695-de7240c7439a,Very good aap,,Md Hafiz,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,5ab5bd3e-7d9d-4964-9f53-134630b72c24,Great,,Yaisha Frederick,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,b97ebdc7-788d-4e59-9e41-16614bf7aa0c,number not verify problem hai,,Kanhaiya Chauhan,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,7f040705-9e1d-4f8d-8ca4-d7c9bd7ff13d,I have mention feature but it doesn't work. I can't mention anyone,,Shakhta Bakhta,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,018d6066-595d-4e70-b2dd-2412cfafc96b,Very good keep it up,,Farha Naz,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,25a954e5-a8de-41fa-ab3b-53d9dc6bb89b,It as a helpfull app,,Israr Ahmad,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,b3595bff-be73-45ae-9900-c8063cb31fee,Login issue,,Pintu kumar Pintu kumar,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,7ab24735-8916-42ae-99ed-d35684d96c30,Veri good,,Solu Yadav,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,af57e7e4-7fa7-4549-a559-4aea564f9195,Very good,,Natukunda Promise,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,9ddd181c-16f7-42aa-8b27-4811f89687d2,Unban my WhatsApp account,,Mirym Lhci,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,382043a6-58e1-45b1-a53f-a88cfa926795,it is very good,,Poroza Letsoalo,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,f336bed2-c170-43e8-9d53-c0443f49c64b,Could you do a lot of different things,,Rob Cubler,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,a6d3a20e-7d67-4e3b-8396-c06335a3f08c,Nice and faster,,Matthew Olalere,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,bbf60610-9341-4b53-b863-6df31fb5a336,Please rectify this I don't know if it's only me But when ever I share a video to people or post a statusost of my contacts can't view it And for some it downloads but the view is blurred Please do something about that,,Markovnikov,2,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,72208b3c-5caa-42e4-86f5-1cb46712849a,I gave 5 stars first but now I am decreasing that to 2 stars. Because I had a glitch. I downloaded a image but it give me this.,,A Google user,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,4565a8b8-fc2f-4ec5-943b-51734446d09b,Very good,,Lindo Ngwenya,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,f0d6a884-fb4e-4264-9c7d-e556732ac52d,Nice app try it,,Nowahala Agbonkpolor,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,fc3dc7cf-83e6-4e22-9309-6ee384ea2b88,Helpful the app,,K Dhanush,3,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,1a93d6f3-076c-43ce-821a-d96432b61324,This is very helpful app thank you whatsapp,,Verbhan Electrician,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,5d15108a-f510-45c4-9a6d-ad004d1be2df,Looking forward and achieving more ego to whatsapp,,udo okon,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,1a3e73f8-129a-44d6-806c-71e543f766cb,Very nice app,,Hasan Dhiwar,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,8c18b299-9ee0-42a4-bd7b-3bf0f1e1cd47,I give it 5stars 🌟🌟🌟🌟🌟,,Rasheedat Lawal,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,d4f7c697-12a6-497a-bb09-5cbfd6486955,Working good.,,Stephen Nyirenda,4,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,2020a743-c8c6-4b9d-9212-cdf170f90e5c,I want to login my whatsapp,,Toheeb Olabode,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,28bc4186-3546-4f94-9d96-f8b943f910b0,What's up is very useful for everyone. My official number is given .why I am not allowed to use what's. Allow whatsapp tp functionwhy again my whatsalp is stoped,,Raghunath Narkhede,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,8132991e-bc0a-4355-af0e-b9228695e068,YouTube links doesn't show thumbnail on my pixel 5a. Pls also provide options to Edit text in WhatsApp status. Upload pics/videos in HD in status. Will give 5 stars if such features are added.,,hari prasath,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,09ac95d4-daf1-456f-bc7a-ddfb4926975b,good apps,,Ifrad Mir,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,96d9bca2-024d-435d-8862-fd128791a3bc,Unable to login due to spam,,Neelam Sharma,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,1f953c51-4a39-47fd-9121-8aab5525de0e,keep asking for update,,Isobel Wilson,3,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,8d1a218e-0c3a-437a-b141-fd3b4606d02b,Its OK BT can block mi acont saying spam y,,Butong Jamal,2,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,b8fa52d6-5a84-48b4-b920-830508e80c04,Best way for talking,,King Hakimi,5,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,dc9cc8ff-fe65-4f88-bc3f-f033a78297e3,Good for messaging,,Delight Investment,1,"Nov 06, 2024"
WhatsApp Messenger,com.whatsapp,COMMUNICATION,249504bc-1638-48f6-a6a2-1dbca95e0d0d,Good app Every body download this app This app help with you in every sector Thanks for whatsapp makeer,,Jonoon AA,5,"Nov 06, 2024"
